Run	SRA_Experiment	BioSample	geo_accession	title	sample_id	tissue	who_grade	recurrence_status	top_label	origin	sample_type
SRR27388620	SRX23064854	SAMN39203313	GSM7999070	MNG948		brain			Tumor	brain and CNS	meningioma
SRR27388571	SRX23064903	SAMN39203312	GSM7999071	MNG949		brain			Tumor	brain and CNS	meningioma
SRR27388570	SRX23064904	SAMN39203311	GSM7999072	MNG950		brain			Tumor	brain and CNS	meningioma
SRR27388569	SRX23064905	SAMN39203310	GSM7999073	MNG951		brain			Tumor	brain and CNS	meningioma
SRR27388568	SRX23064906	SAMN39203309	GSM7999074	MNG952		brain			Tumor	brain and CNS	meningioma
SRR27388567	SRX23064907	SAMN39203308	GSM7999075	MNG953		brain			Tumor	brain and CNS	meningioma
SRR27388566	SRX23064908	SAMN39203307	GSM7999076	MNG954		brain			Tumor	brain and CNS	meningioma
SRR27388565	SRX23064909	SAMN39203306	GSM7999077	MNG955		brain			Tumor	brain and CNS	meningioma
SRR27388564	SRX23064910	SAMN39203305	GSM7999078	MNG956		brain			Tumor	brain and CNS	meningioma
SRR27388563	SRX23064911	SAMN39203304	GSM7999079	MNG957		brain			Tumor	brain and CNS	meningioma
SRR27388562	SRX23064912	SAMN39203303	GSM7999080	MNG958		brain			Tumor	brain and CNS	meningioma
SRR27388561	SRX23064913	SAMN39203302	GSM7999081	MNG959		brain			Tumor	brain and CNS	meningioma
SRR27388560	SRX23064914	SAMN39203301	GSM7999082	MNG960		brain			Tumor	brain and CNS	meningioma
SRR27388559	SRX23064915	SAMN39203300	GSM7999083	MNG961		brain			Tumor	brain and CNS	meningioma
SRR27388558	SRX23064916	SAMN39203299	GSM7999084	MNG962		brain			Tumor	brain and CNS	meningioma
SRR27388557	SRX23064917	SAMN39203298	GSM7999085	MNG963		brain			Tumor	brain and CNS	meningioma
SRR27388556	SRX23064918	SAMN39203297	GSM7999086	MNG964		brain			Tumor	brain and CNS	meningioma
SRR27388491	SRX23064704	SAMN39203296	GSM7999087	MNG965		brain			Tumor	brain and CNS	meningioma
SRR27388490	SRX23064705	SAMN39203295	GSM7999088	MNG966		brain			Tumor	brain and CNS	meningioma
SRR27388489	SRX23064706	SAMN39203294	GSM7999089	MNG967		brain			Tumor	brain and CNS	meningioma
SRR27388488	SRX23064707	SAMN39203293	GSM7999090	MNG968		brain			Tumor	brain and CNS	meningioma
SRR27388487	SRX23064708	SAMN39203292	GSM7999091	MNG969		brain			Tumor	brain and CNS	meningioma
