sample_id,srr_ids,r1_list,r2_list
SAMN31240947,SRR21973984,SRR21973984_1.fastq.gz,NA
SAMN31240948,SRR21973990,SRR21973990_1.fastq.gz,NA
SAMN31240949,SRR21974007,SRR21974007_1.fastq.gz,NA
SAMN31240950,SRR21973894,SRR21973894_1.fastq.gz,NA
SAMN31240951,SRR21973999,SRR21973999_1.fastq.gz,NA
SAMN31240952,SRR21973914,SRR21973914_1.fastq.gz,NA
SAMN31240953,SRR21973903,SRR21973903_1.fastq.gz,NA
SAMN31240954,SRR21974011,SRR21974011_1.fastq.gz,NA
SAMN31240955,SRR21973909,SRR21973909_1.fastq.gz,NA
SAMN31240956,SRR21973962,SRR21973962_1.fastq.gz,NA
SAMN31468369,SRR22060473,SRR22060473_1.fastq.gz,NA
SAMN31468370,SRR22060474,SRR22060474_1.fastq.gz,NA
SAMN31468371,SRR22060475,SRR22060475_1.fastq.gz,NA
SAMN31468372,SRR22060457,SRR22060457_1.fastq.gz,NA
SAMN31468373,SRR22060458,SRR22060458_1.fastq.gz,NA
SAMN31468374,SRR22060459,SRR22060459_1.fastq.gz,NA
SAMN31468375,SRR22060460,SRR22060460_1.fastq.gz,NA
SAMN31468376,SRR22060461,SRR22060461_1.fastq.gz,NA
SAMN31468377,SRR22060462,SRR22060462_1.fastq.gz,NA
SAMN31468378,SRR22060463,SRR22060463_1.fastq.gz,NA
SAMN31468379,SRR22060464,SRR22060464_1.fastq.gz,NA
SAMN31468380,SRR22060465,SRR22060465_1.fastq.gz,NA
SAMN31468381,SRR22060466,SRR22060466_1.fastq.gz,NA
SAMN31468382,SRR22060467,SRR22060467_1.fastq.gz,NA
SAMN31468383,SRR22060468,SRR22060468_1.fastq.gz,NA
SAMN31468384,SRR22060469,SRR22060469_1.fastq.gz,NA
SAMN31468385,SRR22060470,SRR22060470_1.fastq.gz,NA
SAMN31468386,SRR22060471,SRR22060471_1.fastq.gz,NA
SAMN31468387,SRR22060472,SRR22060472_1.fastq.gz,NA
SAMN31468388,SRR22060476,SRR22060476_1.fastq.gz,NA
SAMN31562364,SRR24048922,SRR24048922_1.fastq.gz,NA
SAMN31577060,SRR22149443,SRR22149443_1.fastq.gz,NA
SAMN31577061,SRR22149444,SRR22149444_1.fastq.gz,NA
SAMN31577062,SRR22149445,SRR22149445_1.fastq.gz,NA
SAMN31577063,SRR22149446,SRR22149446_1.fastq.gz,NA
SAMN31577064,SRR22149447,SRR22149447_1.fastq.gz,NA
SAMN31577065,SRR22149448,SRR22149448_1.fastq.gz,NA
SAMN32329513,SRR22827414,SRR22827414_1.fastq.gz,NA
SAMN32329514,SRR22827415,SRR22827415_1.fastq.gz,NA
SAMN32329515,SRR22827416,SRR22827416_1.fastq.gz,NA
SAMN32329516,SRR22827417,SRR22827417_1.fastq.gz,NA
SAMN32329517,SRR22827418,SRR22827418_1.fastq.gz,NA
SAMN32329518,SRR22827424,SRR22827424_1.fastq.gz,NA
SAMN32680759,SRR23053124,SRR23053124_1.fastq.gz,NA
SAMN32680760,SRR23053125,SRR23053125_1.fastq.gz,NA
SAMN32680761,SRR23053126,SRR23053126_1.fastq.gz,NA
SAMN32680762,SRR23053127,SRR23053127_1.fastq.gz,NA
SAMN32680763,SRR23053128,SRR23053128_1.fastq.gz,NA
SAMN32680764,SRR23053129,SRR23053129_1.fastq.gz,NA
SAMN32680765,SRR23053130,SRR23053130_1.fastq.gz,NA
SAMN32680766,SRR23053131,SRR23053131_1.fastq.gz,NA
SAMN32680767,SRR23053132,SRR23053132_1.fastq.gz,NA
SAMN32680768,SRR23053133,SRR23053133_1.fastq.gz,NA
SAMN32680769,SRR23053134,SRR23053134_1.fastq.gz,NA
SAMN32680770,SRR23053135,SRR23053135_1.fastq.gz,NA
SAMN32680771,SRR23053136,SRR23053136_1.fastq.gz,NA
SAMN32680772,SRR23053137,SRR23053137_1.fastq.gz,NA
SAMN32680773,SRR23053138,SRR23053138_1.fastq.gz,NA
SAMN32680774,SRR23053139,SRR23053139_1.fastq.gz,NA
SAMN32680775,SRR23053140,SRR23053140_1.fastq.gz,NA
SAMN32680776,SRR23053141,SRR23053141_1.fastq.gz,NA
SAMN32680777,SRR23053052,SRR23053052_1.fastq.gz,NA
SAMN32680778,SRR23053053,SRR23053053_1.fastq.gz,NA
SAMN32680779,SRR23053054,SRR23053054_1.fastq.gz,NA
SAMN32680780,SRR23053055,SRR23053055_1.fastq.gz,NA
SAMN32680781,SRR23053056,SRR23053056_1.fastq.gz,NA
SAMN32680782,SRR23053057,SRR23053057_1.fastq.gz,NA
SAMN32680783,SRR23053058,SRR23053058_1.fastq.gz,NA
SAMN32680784,SRR23053059,SRR23053059_1.fastq.gz,NA
SAMN32680785,SRR23053060,SRR23053060_1.fastq.gz,NA
SAMN32680786,SRR23053061,SRR23053061_1.fastq.gz,NA
SAMN32680787,SRR23053062,SRR23053062_1.fastq.gz,NA
SAMN32680788,SRR23053063,SRR23053063_1.fastq.gz,NA
SAMN32680789,SRR23053064,SRR23053064_1.fastq.gz,NA
SAMN32680790,SRR23053065,SRR23053065_1.fastq.gz,NA
SAMN32680791,SRR23053066,SRR23053066_1.fastq.gz,NA
SAMN32680792,SRR23053067,SRR23053067_1.fastq.gz,NA
SAMN32680793,SRR23053068,SRR23053068_1.fastq.gz,NA
SAMN32680794,SRR23053069,SRR23053069_1.fastq.gz,NA
SAMN32680795,SRR23053070,SRR23053070_1.fastq.gz,NA
SAMN32680796,SRR23053071,SRR23053071_1.fastq.gz,NA
SAMN32680797,SRR23053072,SRR23053072_1.fastq.gz,NA
SAMN32680798,SRR23053073,SRR23053073_1.fastq.gz,NA
SAMN32680799,SRR23053074,SRR23053074_1.fastq.gz,NA
SAMN32680800,SRR23053075,SRR23053075_1.fastq.gz,NA
SAMN32680801,SRR23053076,SRR23053076_1.fastq.gz,NA
SAMN32680802,SRR23053077,SRR23053077_1.fastq.gz,NA
SAMN32680803,SRR23053078,SRR23053078_1.fastq.gz,NA
SAMN32680804,SRR23053079,SRR23053079_1.fastq.gz,NA
SAMN32680805,SRR23053080,SRR23053080_1.fastq.gz,NA
SAMN32680806,SRR23053081,SRR23053081_1.fastq.gz,NA
SAMN32680807,SRR23053082,SRR23053082_1.fastq.gz,NA
SAMN32680808,SRR23053083,SRR23053083_1.fastq.gz,NA
SAMN32680809,SRR23053084,SRR23053084_1.fastq.gz,NA
SAMN32680810,SRR23053085,SRR23053085_1.fastq.gz,NA
SAMN32680811,SRR23053086,SRR23053086_1.fastq.gz,NA
SAMN32680812,SRR23053087,SRR23053087_1.fastq.gz,NA
SAMN32680813,SRR23053088,SRR23053088_1.fastq.gz,NA
SAMN32680814,SRR23053089,SRR23053089_1.fastq.gz,NA
SAMN32680815,SRR23053090,SRR23053090_1.fastq.gz,NA
SAMN32680816,SRR23053091,SRR23053091_1.fastq.gz,NA
SAMN32680817,SRR23053092,SRR23053092_1.fastq.gz,NA
SAMN32680818,SRR23053093,SRR23053093_1.fastq.gz,NA
SAMN32680819,SRR23053094,SRR23053094_1.fastq.gz,NA
SAMN32680820,SRR23053095,SRR23053095_1.fastq.gz,NA
SAMN32680821,SRR23053096,SRR23053096_1.fastq.gz,NA
SAMN32680822,SRR23053097,SRR23053097_1.fastq.gz,NA
SAMN32680823,SRR23053098,SRR23053098_1.fastq.gz,NA
SAMN32680824,SRR23053099,SRR23053099_1.fastq.gz,NA
SAMN32680825,SRR23053100,SRR23053100_1.fastq.gz,NA
SAMN32680826,SRR23053101,SRR23053101_1.fastq.gz,NA
SAMN32680827,SRR23053102,SRR23053102_1.fastq.gz,NA
SAMN33097872,SRR23343875,SRR23343875_1.fastq.gz,NA
SAMN33097873,SRR23343876,SRR23343876_1.fastq.gz,NA
SAMN33097874,SRR23343877,SRR23343877_1.fastq.gz,NA
SAMN33097875,SRR23343878,SRR23343878_1.fastq.gz,NA
SAMN33097876,SRR23343951,SRR23343951_1.fastq.gz,NA
SAMN33097877,SRR23343952,SRR23343952_1.fastq.gz,NA
SAMN33097878,SRR23343953,SRR23343953_1.fastq.gz,NA
SAMN33097879,SRR23343954,SRR23343954_1.fastq.gz,NA
SAMN33097880,SRR23343955,SRR23343955_1.fastq.gz,NA
SAMN33097881,SRR23343956,SRR23343956_1.fastq.gz,NA
SAMN33097882,SRR23343957,SRR23343957_1.fastq.gz,NA
SAMN33097883,SRR23343958,SRR23343958_1.fastq.gz,NA
SAMN33097884,SRR23343959,SRR23343959_1.fastq.gz,NA
SAMN33097885,SRR23343960,SRR23343960_1.fastq.gz,NA
SAMN33097886,SRR23343961,SRR23343961_1.fastq.gz,NA
SAMN33097887,SRR23343962,SRR23343962_1.fastq.gz,NA
SAMN33097888,SRR23343963,SRR23343963_1.fastq.gz,NA
SAMN33097889,SRR23343964,SRR23343964_1.fastq.gz,NA
SAMN33097890,SRR23343965,SRR23343965_1.fastq.gz,NA
SAMN33097891,SRR23343966,SRR23343966_1.fastq.gz,NA
SAMN33097892,SRR23343967,SRR23343967_1.fastq.gz,NA
SAMN33097893,SRR23343968,SRR23343968_1.fastq.gz,NA
SAMN33097894,SRR23343969,SRR23343969_1.fastq.gz,NA
SAMN33097895,SRR23343970,SRR23343970_1.fastq.gz,NA
SAMN33097896,SRR23343971,SRR23343971_1.fastq.gz,NA
SAMN33097897,SRR23343972,SRR23343972_1.fastq.gz,NA
SAMN33097898,SRR23343973,SRR23343973_1.fastq.gz,NA
SAMN33097899,SRR23343974,SRR23343974_1.fastq.gz,NA
SAMN33097900,SRR23343827,SRR23343827_1.fastq.gz,NA
SAMN33097901,SRR23343828,SRR23343828_1.fastq.gz,NA
SAMN33097902,SRR23343829,SRR23343829_1.fastq.gz,NA
SAMN33097903,SRR23343830,SRR23343830_1.fastq.gz,NA
SAMN33097904,SRR23343831,SRR23343831_1.fastq.gz,NA
SAMN33097905,SRR23343832,SRR23343832_1.fastq.gz,NA
SAMN33097906,SRR23343833,SRR23343833_1.fastq.gz,NA
SAMN33097907,SRR23343834,SRR23343834_1.fastq.gz,NA
SAMN33097908,SRR23343835,SRR23343835_1.fastq.gz,NA
SAMN33097909,SRR23343836,SRR23343836_1.fastq.gz,NA
SAMN33097910,SRR23343837,SRR23343837_1.fastq.gz,NA
SAMN33097911,SRR23343838,SRR23343838_1.fastq.gz,NA
SAMN33097912,SRR23343839,SRR23343839_1.fastq.gz,NA
SAMN33097913,SRR23343840,SRR23343840_1.fastq.gz,NA
SAMN33097914,SRR23343841,SRR23343841_1.fastq.gz,NA
SAMN33097915,SRR23343842,SRR23343842_1.fastq.gz,NA
SAMN33097916,SRR23343843,SRR23343843_1.fastq.gz,NA
SAMN33097917,SRR23343844,SRR23343844_1.fastq.gz,NA
SAMN33097918,SRR23343845,SRR23343845_1.fastq.gz,NA
SAMN33097919,SRR23343846,SRR23343846_1.fastq.gz,NA
SAMN33097920,SRR23343847,SRR23343847_1.fastq.gz,NA
SAMN33097921,SRR23343848,SRR23343848_1.fastq.gz,NA
SAMN33097922,SRR23343849,SRR23343849_1.fastq.gz,NA
SAMN33097923,SRR23343850,SRR23343850_1.fastq.gz,NA
SAMN33097924,SRR23343851,SRR23343851_1.fastq.gz,NA
SAMN33097925,SRR23343852,SRR23343852_1.fastq.gz,NA
SAMN33097926,SRR23343853,SRR23343853_1.fastq.gz,NA
SAMN33097927,SRR23343854,SRR23343854_1.fastq.gz,NA
SAMN33097928,SRR23343855,SRR23343855_1.fastq.gz,NA
SAMN33097929,SRR23343856,SRR23343856_1.fastq.gz,NA
SAMN33097930,SRR23343857,SRR23343857_1.fastq.gz,NA
SAMN33097931,SRR23343858,SRR23343858_1.fastq.gz,NA
SAMN33097932,SRR23343859,SRR23343859_1.fastq.gz,NA
SAMN33097933,SRR23343860,SRR23343860_1.fastq.gz,NA
SAMN33097934,SRR23343861,SRR23343861_1.fastq.gz,NA
SAMN33097935,SRR23343862,SRR23343862_1.fastq.gz,NA
SAMN33097936,SRR23343863,SRR23343863_1.fastq.gz,NA
SAMN33097937,SRR23343864,SRR23343864_1.fastq.gz,NA
SAMN33097938,SRR23343865,SRR23343865_1.fastq.gz,NA
SAMN33097939,SRR23343866,SRR23343866_1.fastq.gz,NA
SAMN33097940,SRR23343867,SRR23343867_1.fastq.gz,NA
SAMN33097941,SRR23343868,SRR23343868_1.fastq.gz,NA
SAMN33097942,SRR23343869,SRR23343869_1.fastq.gz,NA
SAMN33097943,SRR23343870,SRR23343870_1.fastq.gz,NA
SAMN33097944,SRR23343871,SRR23343871_1.fastq.gz,NA
SAMN33097945,SRR23343872,SRR23343872_1.fastq.gz,NA
SAMN33097946,SRR23343873,SRR23343873_1.fastq.gz,NA
SAMN33097947,SRR23343874,SRR23343874_1.fastq.gz,NA
SAMN33097948,SRR23343903,SRR23343903_1.fastq.gz,NA
SAMN33097949,SRR23343904,SRR23343904_1.fastq.gz,NA
SAMN33097950,SRR23343905,SRR23343905_1.fastq.gz,NA
SAMN33097951,SRR23343906,SRR23343906_1.fastq.gz,NA
SAMN33097952,SRR23343907,SRR23343907_1.fastq.gz,NA
SAMN33097953,SRR23343908,SRR23343908_1.fastq.gz,NA
SAMN33097954,SRR23343909,SRR23343909_1.fastq.gz,NA
SAMN33097955,SRR23343910,SRR23343910_1.fastq.gz,NA
SAMN33097956,SRR23343911,SRR23343911_1.fastq.gz,NA
SAMN33097957,SRR23343912,SRR23343912_1.fastq.gz,NA
SAMN33097958,SRR23343913,SRR23343913_1.fastq.gz,NA
SAMN33097959,SRR23343914,SRR23343914_1.fastq.gz,NA
SAMN33097960,SRR23343915,SRR23343915_1.fastq.gz,NA
SAMN33097961,SRR23343916,SRR23343916_1.fastq.gz,NA
SAMN33097962,SRR23343917,SRR23343917_1.fastq.gz,NA
SAMN33097963,SRR23343918,SRR23343918_1.fastq.gz,NA
SAMN33097964,SRR23343919,SRR23343919_1.fastq.gz,NA
SAMN33097965,SRR23343920,SRR23343920_1.fastq.gz,NA
SAMN33097966,SRR23343921,SRR23343921_1.fastq.gz,NA
SAMN33097967,SRR23343922,SRR23343922_1.fastq.gz,NA
SAMN33097968,SRR23343923,SRR23343923_1.fastq.gz,NA
SAMN33097969,SRR23343924,SRR23343924_1.fastq.gz,NA
SAMN33097970,SRR23343925,SRR23343925_1.fastq.gz,NA
SAMN33097971,SRR23343926,SRR23343926_1.fastq.gz,NA
SAMN33097972,SRR23343879,SRR23343879_1.fastq.gz,NA
SAMN33097973,SRR23343880,SRR23343880_1.fastq.gz,NA
SAMN33097974,SRR23343881,SRR23343881_1.fastq.gz,NA
SAMN33097975,SRR23343882,SRR23343882_1.fastq.gz,NA
SAMN33097976,SRR23343883,SRR23343883_1.fastq.gz,NA
SAMN33097977,SRR23343884,SRR23343884_1.fastq.gz,NA
SAMN33097978,SRR23343885,SRR23343885_1.fastq.gz,NA
SAMN33097979,SRR23343886,SRR23343886_1.fastq.gz,NA
SAMN33097980,SRR23343887,SRR23343887_1.fastq.gz,NA
SAMN33097981,SRR23343888,SRR23343888_1.fastq.gz,NA
SAMN33097982,SRR23343889,SRR23343889_1.fastq.gz,NA
SAMN33097983,SRR23343890,SRR23343890_1.fastq.gz,NA
SAMN33097984,SRR23343891,SRR23343891_1.fastq.gz,NA
SAMN33097985,SRR23343892,SRR23343892_1.fastq.gz,NA
SAMN33097986,SRR23343893,SRR23343893_1.fastq.gz,NA
SAMN33097987,SRR23343894,SRR23343894_1.fastq.gz,NA
SAMN33097988,SRR23343895,SRR23343895_1.fastq.gz,NA
SAMN33097989,SRR23343896,SRR23343896_1.fastq.gz,NA
SAMN33097990,SRR23343897,SRR23343897_1.fastq.gz,NA
SAMN33097991,SRR23343898,SRR23343898_1.fastq.gz,NA
SAMN33097992,SRR23343899,SRR23343899_1.fastq.gz,NA
SAMN33097993,SRR23343900,SRR23343900_1.fastq.gz,NA
SAMN33097994,SRR23343901,SRR23343901_1.fastq.gz,NA
SAMN33097995,SRR23343902,SRR23343902_1.fastq.gz,NA
SAMN33097996,SRR23343975,SRR23343975_1.fastq.gz,NA
SAMN33097997,SRR23343976,SRR23343976_1.fastq.gz,NA
SAMN33097998,SRR23343977,SRR23343977_1.fastq.gz,NA
SAMN33097999,SRR23343978,SRR23343978_1.fastq.gz,NA
SAMN33098000,SRR23343979,SRR23343979_1.fastq.gz,NA
SAMN33098001,SRR23343980,SRR23343980_1.fastq.gz,NA
SAMN33098002,SRR23343981,SRR23343981_1.fastq.gz,NA
SAMN33098003,SRR23343982,SRR23343982_1.fastq.gz,NA
SAMN33098004,SRR23343983,SRR23343983_1.fastq.gz,NA
SAMN33098005,SRR23343984,SRR23343984_1.fastq.gz,NA
SAMN33098006,SRR23343985,SRR23343985_1.fastq.gz,NA
SAMN33098007,SRR23343986,SRR23343986_1.fastq.gz,NA
SAMN33098008,SRR23343987,SRR23343987_1.fastq.gz,NA
SAMN33098009,SRR23343988,SRR23343988_1.fastq.gz,NA
SAMN33098010,SRR23343989,SRR23343989_1.fastq.gz,NA
SAMN33098011,SRR23343990,SRR23343990_1.fastq.gz,NA
SAMN33098012,SRR23343991,SRR23343991_1.fastq.gz,NA
SAMN33098013,SRR23343992,SRR23343992_1.fastq.gz,NA
SAMN33098014,SRR23343993,SRR23343993_1.fastq.gz,NA
SAMN33098015,SRR23343994,SRR23343994_1.fastq.gz,NA
SAMN33098016,SRR23343995,SRR23343995_1.fastq.gz,NA
SAMN33098017,SRR23343996,SRR23343996_1.fastq.gz,NA
SAMN33098018,SRR23343997,SRR23343997_1.fastq.gz,NA
SAMN33098019,SRR23343998,SRR23343998_1.fastq.gz,NA
SAMN33098020,SRR23343927,SRR23343927_1.fastq.gz,NA
SAMN33098021,SRR23343928,SRR23343928_1.fastq.gz,NA
SAMN33098022,SRR23343929,SRR23343929_1.fastq.gz,NA
SAMN33098023,SRR23343930,SRR23343930_1.fastq.gz,NA
SAMN33098024,SRR23343931,SRR23343931_1.fastq.gz,NA
SAMN33098025,SRR23343932,SRR23343932_1.fastq.gz,NA
SAMN33098026,SRR23343933,SRR23343933_1.fastq.gz,NA
SAMN33098027,SRR23343934,SRR23343934_1.fastq.gz,NA
SAMN33098028,SRR23343935,SRR23343935_1.fastq.gz,NA
SAMN33098029,SRR23343936,SRR23343936_1.fastq.gz,NA
SAMN33098030,SRR23343937,SRR23343937_1.fastq.gz,NA
SAMN33098031,SRR23343938,SRR23343938_1.fastq.gz,NA
SAMN33098032,SRR23343939,SRR23343939_1.fastq.gz,NA
SAMN33098033,SRR23343940,SRR23343940_1.fastq.gz,NA
SAMN33098034,SRR23343941,SRR23343941_1.fastq.gz,NA
SAMN33098035,SRR23343942,SRR23343942_1.fastq.gz,NA
SAMN33098036,SRR23343943,SRR23343943_1.fastq.gz,NA
SAMN33098037,SRR23343944,SRR23343944_1.fastq.gz,NA
SAMN33098038,SRR23343945,SRR23343945_1.fastq.gz,NA
SAMN33098039,SRR23343946,SRR23343946_1.fastq.gz,NA
SAMN33098040,SRR23343947,SRR23343947_1.fastq.gz,NA
SAMN33098041,SRR23343948,SRR23343948_1.fastq.gz,NA
SAMN33098042,SRR23343949,SRR23343949_1.fastq.gz,NA
SAMN33098043,SRR23343950,SRR23343950_1.fastq.gz,NA
SAMN33098044,SRR23343999,SRR23343999_1.fastq.gz,NA
SAMN33098045,SRR23344000,SRR23344000_1.fastq.gz,NA
SAMN33098046,SRR23344001,SRR23344001_1.fastq.gz,NA
SAMN34355991,SRR24291673,SRR24291673_1.fastq.gz,NA
SAMN34372867,SRR24889144,SRR24889144_1.fastq.gz,NA
SAMN34721921,SRR24511964,SRR24511964_1.fastq.gz,NA
SAMN34721922,SRR24511963,SRR24511963_1.fastq.gz,NA
SAMN34721923,SRR24511952,SRR24511952_1.fastq.gz,NA
SAMN34721924,SRR24511940,SRR24511940_1.fastq.gz,NA
SAMN34721925,SRR24511930,SRR24511930_1.fastq.gz,NA
SAMN34721926,SRR24511919,SRR24511919_1.fastq.gz,NA
SAMN34721927,SRR24511917,SRR24511917_1.fastq.gz,NA
SAMN34721928,SRR24511905,SRR24511905_1.fastq.gz,NA
SAMN34721929,SRR24511904,SRR24511904_1.fastq.gz,NA
SAMN34721968,SRR24511928,SRR24511928_1.fastq.gz,NA
SAMN34721969,SRR24511921,SRR24511921_1.fastq.gz,NA
SAMN35984796,SRR25116225,SRR25116225_1.fastq.gz,NA
SAMN35984797,SRR25116270,SRR25116270_1.fastq.gz,NA
SAMN35984798,SRR25116243,SRR25116243_1.fastq.gz,NA
SAMN35984799,SRR25116265,SRR25116265_1.fastq.gz,NA
SAMN35984800,SRR25116250,SRR25116250_1.fastq.gz,NA
SAMN35984801,SRR25116255,SRR25116255_1.fastq.gz,NA
SAMN35984802,SRR25116235,SRR25116235_1.fastq.gz,NA
SAMN35984803,SRR25116217,SRR25116217_1.fastq.gz,NA
SAMN35984804,SRR25116244,SRR25116244_1.fastq.gz,NA
SAMN35984805,SRR25116268,SRR25116268_1.fastq.gz,NA
SAMN35984806,SRR25116248,SRR25116248_1.fastq.gz,NA
SAMN35984807,SRR25116247,SRR25116247_1.fastq.gz,NA
SAMN35984808,SRR25116259,SRR25116259_1.fastq.gz,NA
SAMN35984809,SRR25116231,SRR25116231_1.fastq.gz,NA
SAMN35984810,SRR25116271,SRR25116271_1.fastq.gz,NA
SAMN35984811,SRR25116220,SRR25116220_1.fastq.gz,NA
SAMN35984812,SRR25116242,SRR25116242_1.fastq.gz,NA
SAMN35984813,SRR25116211,SRR25116211_1.fastq.gz,NA
SAMN35984814,SRR25116256,SRR25116256_1.fastq.gz,NA
SAMN35984815,SRR25116234,SRR25116234_1.fastq.gz,NA
SAMN35984816,SRR25116253,SRR25116253_1.fastq.gz,NA
SAMN35984817,SRR25116218,SRR25116218_1.fastq.gz,NA
SAMN35984818,SRR25116252,SRR25116252_1.fastq.gz,NA
SAMN35984819,SRR25116260,SRR25116260_1.fastq.gz,NA
SAMN35984820,SRR25116219,SRR25116219_1.fastq.gz,NA
SAMN35984821,SRR25116212,SRR25116212_1.fastq.gz,NA
SAMN35984822,SRR25116213,SRR25116213_1.fastq.gz,NA
SAMN35984823,SRR25116229,SRR25116229_1.fastq.gz,NA
SAMN35984824,SRR25116230,SRR25116230_1.fastq.gz,NA
SAMN35984825,SRR25116237,SRR25116237_1.fastq.gz,NA
SAMN35984826,SRR25116206,SRR25116206_1.fastq.gz,NA
SAMN35984827,SRR25116202,SRR25116202_1.fastq.gz,NA
SAMN35984828,SRR25116238,SRR25116238_1.fastq.gz,NA
SAMN35984829,SRR25116222,SRR25116222_1.fastq.gz,NA
SAMN35984830,SRR25116272,SRR25116272_1.fastq.gz,NA
SAMN35984831,SRR25116246,SRR25116246_1.fastq.gz,NA
SAMN35984832,SRR25116263,SRR25116263_1.fastq.gz,NA
SAMN35984833,SRR25116254,SRR25116254_1.fastq.gz,NA
SAMN35984834,SRR25116204,SRR25116204_1.fastq.gz,NA
SAMN35984835,SRR25116209,SRR25116209_1.fastq.gz,NA
SAMN35984836,SRR25116261,SRR25116261_1.fastq.gz,NA
SAMN35984837,SRR25116233,SRR25116233_1.fastq.gz,NA
SAMN35984838,SRR25116257,SRR25116257_1.fastq.gz,NA
SAMN35984839,SRR25116266,SRR25116266_1.fastq.gz,NA
SAMN35984840,SRR25116241,SRR25116241_1.fastq.gz,NA
SAMN35984841,SRR25116226,SRR25116226_1.fastq.gz,NA
SAMN35984842,SRR25116203,SRR25116203_1.fastq.gz,NA
SAMN35984843,SRR25116210,SRR25116210_1.fastq.gz,NA
SAMN35984844,SRR25116221,SRR25116221_1.fastq.gz,NA
SAMN35984845,SRR25116264,SRR25116264_1.fastq.gz,NA
SAMN35984846,SRR25116251,SRR25116251_1.fastq.gz,NA
SAMN35984847,SRR25116236,SRR25116236_1.fastq.gz,NA
SAMN35984848,SRR25116245,SRR25116245_1.fastq.gz,NA
SAMN35984849,SRR25116223,SRR25116223_1.fastq.gz,NA
SAMN35984850,SRR25116224,SRR25116224_1.fastq.gz,NA
SAMN35984851,SRR25116262,SRR25116262_1.fastq.gz,NA
SAMN35984852,SRR25116215,SRR25116215_1.fastq.gz,NA
SAMN35984853,SRR25116205,SRR25116205_1.fastq.gz,NA
SAMN35984854,SRR25116208,SRR25116208_1.fastq.gz,NA
SAMN35984855,SRR25116267,SRR25116267_1.fastq.gz,NA
SAMN35984856,SRR25116258,SRR25116258_1.fastq.gz,NA
SAMN35984857,SRR25116216,SRR25116216_1.fastq.gz,NA
SAMN35984858,SRR25116232,SRR25116232_1.fastq.gz,NA
SAMN35984859,SRR25116207,SRR25116207_1.fastq.gz,NA
SAMN35984860,SRR25116249,SRR25116249_1.fastq.gz,NA
SAMN35984861,SRR25116227,SRR25116227_1.fastq.gz,NA
SAMN35984862,SRR25116269,SRR25116269_1.fastq.gz,NA
SAMN35984863,SRR25116240,SRR25116240_1.fastq.gz,NA
SAMN35984864,SRR25116214,SRR25116214_1.fastq.gz,NA
SAMN35984865,SRR25116239,SRR25116239_1.fastq.gz,NA
SAMN35984866,SRR25116228,SRR25116228_1.fastq.gz,NA
SAMN36008185,SRR25043610,SRR25043610_1.fastq.gz,NA
SAMN36008186,SRR25043611,SRR25043611_1.fastq.gz,NA
SAMN36008187,SRR25043612,SRR25043612_1.fastq.gz,NA
SAMN36008190,SRR25043615,SRR25043615_1.fastq.gz,NA
SAMN36008191,SRR25043616,SRR25043616_1.fastq.gz,NA
SAMN36008194,SRR25043619,SRR25043619_1.fastq.gz,NA
SAMN36008195,SRR25043620,SRR25043620_1.fastq.gz,NA
SAMN36008196,SRR25043621,SRR25043621_1.fastq.gz,NA
SAMN36008197,SRR25043622,SRR25043622_1.fastq.gz,NA
SAMN36008198,SRR25043623,SRR25043623_1.fastq.gz,NA
SAMN36008199,SRR25043624,SRR25043624_1.fastq.gz,NA
SAMN36008200,SRR25043625,SRR25043625_1.fastq.gz,NA
SAMN36008201,SRR25043626,SRR25043626_1.fastq.gz,NA
SAMN36008202,SRR25043627,SRR25043627_1.fastq.gz,NA
SAMN36008203,SRR25043628,SRR25043628_1.fastq.gz,NA
SAMN36008204,SRR25043629,SRR25043629_1.fastq.gz,NA
SAMN36008205,SRR25043630,SRR25043630_1.fastq.gz,NA
SAMN36008206,SRR25043631,SRR25043631_1.fastq.gz,NA
SAMN36008207,SRR25043632,SRR25043632_1.fastq.gz,NA
SAMN36008208,SRR25043633,SRR25043633_1.fastq.gz,NA
SAMN36008209,SRR25043634,SRR25043634_1.fastq.gz,NA
SAMN36008210,SRR25043635,SRR25043635_1.fastq.gz,NA
SAMN36307540,SRR25143496,SRR25143496_1.fastq.gz,NA
SAMN36307541,SRR25143497,SRR25143497_1.fastq.gz,NA
SAMN36307542,SRR25143498,SRR25143498_1.fastq.gz,NA
SAMN36307543,SRR25143499,SRR25143499_1.fastq.gz,NA
SAMN36307544,SRR25143500,SRR25143500_1.fastq.gz,NA
SAMN36307545,SRR25143501,SRR25143501_1.fastq.gz,NA
SAMN36307546,SRR25143502,SRR25143502_1.fastq.gz,NA
SAMN36307547,SRR25143503,SRR25143503_1.fastq.gz,NA
SAMN36307548,SRR25143504,SRR25143504_1.fastq.gz,NA
SAMN36307549,SRR25143505,SRR25143505_1.fastq.gz,NA
SAMN36307550,SRR25143506,SRR25143506_1.fastq.gz,NA
SAMN36307551,SRR25143507,SRR25143507_1.fastq.gz,NA
SAMN36307552,SRR25143508,SRR25143508_1.fastq.gz,NA
SAMN36307553,SRR25143509,SRR25143509_1.fastq.gz,NA
SAMN36307554,SRR25143510,SRR25143510_1.fastq.gz,NA
SAMN36307555,SRR25143511,SRR25143511_1.fastq.gz,NA
SAMN36307556,SRR25143512,SRR25143512_1.fastq.gz,NA
SAMN36307557,SRR25143513,SRR25143513_1.fastq.gz,NA
